user_id,persona,date,merchant,item,kategori,qty,nominal,total_harga,payment_method,combined_text,spending_level,month,day_name,is_weekend,hour,time_category,item_length,word_count,is_digital_payment
U004,ibu_rumah_tangga,2024-07-31 12:20:00,indihome,tagihan internet bulanan,tagihan & utilitas,1,296405,296405,QRIS,indihome tagihan internet bulanan,high,7,Wednesday,0,12,afternoon,24,4,1
U002,karyawan,2024-07-31 13:20:00,spbu vivo,revvo 90,transport,1,128270,128270,QRIS,spbu vivo revvo 90,medium,7,Wednesday,0,13,afternoon,8,4,1
U005,anak_sultan,2024-07-31 18:56:00,timezone,top up kartu game,hiburan,1,91953,91953,Debit Card,timezone top up kartu game,medium,7,Wednesday,0,18,evening,17,5,0
U002,karyawan,2024-07-31 19:28:00,kai access,tiket kereta ekonomi,transport,1,117253,117253,GoPay,kai access tiket kereta ekonomi,medium,7,Wednesday,0,19,night,20,5,1
U005,anak_sultan,2024-07-31 19:56:00,miniso,miniso official parfum wanita eternal faith lady perfume isi 50ml,belanja,1,63450,63450,Cash,miniso miniso official parfum wanita eternal faith lady perfume isi 50ml,medium,7,Wednesday,0,19,night,65,11,0
U005,anak_sultan,2024-07-31 23:33:00,timezone,top up kartu game,hiburan,1,107542,107542,QRIS,timezone top up kartu game,medium,7,Wednesday,0,23,night,17,5,1
U004,ibu_rumah_tangga,2024-08-01 00:08:00,smartfren,unlimited nonstop,tagihan & utilitas,1,89727,89727,Cash,smartfren unlimited nonstop,medium,8,Thursday,0,0,night,17,3,0
U005,anak_sultan,2024-08-01 04:00:00,miniso,miniso official parfum wanita eternal faith lady perfume isi 50ml,belanja,1,74450,74450,GoPay,miniso miniso official parfum wanita eternal faith lady perfume isi 50ml,medium,8,Thursday,0,4,night,65,11,1
U002,karyawan,2024-08-01 05:33:00,eparking,bayar parkir digital,transport,1,4589,4589,GoPay,eparking bayar parkir digital,low,8,Thursday,0,5,morning,20,4,1
U004,ibu_rumah_tangga,2024-08-01 09:15:00,miniso,miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,kebutuhan rumah,3,96768,290304,Debit Card,miniso miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,high,8,Thursday,0,9,morning,90,16,0
U002,karyawan,2024-08-01 12:59:00,indomaret,roti sari roti coklat,makanan & minuman,2,10198,20396,QRIS,indomaret roti sari roti coklat,low,8,Thursday,0,12,afternoon,21,5,1
U004,ibu_rumah_tangga,2024-08-01 14:56:00,pln,token listrik 100k,tagihan & utilitas,1,90792,90792,GoPay,pln token listrik 100k,medium,8,Thursday,0,14,afternoon,18,4,1
U002,karyawan,2024-08-01 19:42:00,miniso,miniso official parfum wanita eternal faith lady perfume isi 50ml,belanja,3,70401,211203,DANA,miniso miniso official parfum wanita eternal faith lady perfume isi 50ml,high,8,Thursday,0,19,night,65,11,1
U004,ibu_rumah_tangga,2024-08-01 23:01:00,depot air minum,isi galon air,kebutuhan rumah,4,8187,32748,Cash,depot air minum isi galon air,low,8,Thursday,0,23,night,13,6,0
U002,karyawan,2024-08-01 23:41:00,bluebird,taksi bluebird,transport,1,71230,71230,OVO,bluebird taksi bluebird,medium,8,Thursday,0,23,night,14,3,1
U001,anak_kos,2024-08-02 05:45:00,superindo,telur ayam 1kg,makanan & minuman,1,29712,29712,OVO,superindo telur ayam 1kg,low,8,Friday,0,5,morning,14,4,1
U003,mahasiswa,2024-08-02 06:44:00,indomaret,roti sari roti coklat,makanan & minuman,1,9391,9391,Cash,indomaret roti sari roti coklat,low,8,Friday,0,6,morning,21,5,0
U004,ibu_rumah_tangga,2024-08-02 10:29:00,aqua,isi ulang galon,kebutuhan rumah,3,20383,61149,QRIS,aqua isi ulang galon,medium,8,Friday,0,10,morning,15,4,1
U004,ibu_rumah_tangga,2024-08-02 12:22:00,k24,biosanbe kids sirup120ml,kesehatan,1,55647,55647,DANA,k24 biosanbe kids sirup120ml,medium,8,Friday,0,12,afternoon,24,4,1
U002,karyawan,2024-08-02 13:35:00,miniso,miniso tas selempang wanita multifungsi handbag totebag jinjing segitiga sling bag pesta model tas terbaru 2021 simple v,belanja,1,66670,66670,DANA,miniso miniso tas selempang wanita multifungsi handbag totebag jinjing segitiga sling bag pesta model tas terbaru 2021 simple v,medium,8,Friday,0,13,afternoon,120,19,1
U001,anak_kos,2024-08-02 14:57:00,superindo,daging ayam fillet,makanan & minuman,2,59872,119744,Debit Card,superindo daging ayam fillet,medium,8,Friday,0,14,afternoon,18,4,0
U003,mahasiswa,2024-08-02 16:09:00,superindo,bayam segar,makanan & minuman,2,10874,21748,DANA,superindo bayam segar,low,8,Friday,0,16,evening,11,3,1
U002,karyawan,2024-08-02 16:11:00,steam,top up steam wallet,hiburan,1,125360,125360,Cash,steam top up steam wallet,medium,8,Friday,0,16,evening,19,5,0
U004,ibu_rumah_tangga,2024-08-02 18:01:00,miniso,miniso rak multifungsi 2 lapis serbaguna rak kotak penyimpanan rak kosmetik plastik susun rak bumbu dapur duduk tempat,kebutuhan rumah,2,30726,61452,OVO,miniso miniso rak multifungsi 2 lapis serbaguna rak kotak penyimpanan rak kosmetik plastik susun rak bumbu dapur duduk tempat,medium,8,Friday,0,18,evening,118,19,1
U003,mahasiswa,2024-08-02 18:29:00,grab,grabbike,transport,1,24014,24014,DANA,grab grabbike,low,8,Friday,0,18,evening,8,2,1
U005,anak_sultan,2024-08-02 21:28:00,warmindo,kopi hitam,makanan & minuman,2,8419,16838,GoPay,warmindo kopi hitam,low,8,Friday,0,21,night,10,3,1
U002,karyawan,2024-08-02 22:33:00,gacoan,pangsit goreng,makanan & minuman,1,12230,12230,Debit Card,gacoan pangsit goreng,low,8,Friday,0,22,night,14,3,0
U002,karyawan,2024-08-02 23:28:00,miniso,miniso berkualitas eva sandal kamar empuk sandal anti slip sendal,belanja,3,60357,181071,QRIS,miniso miniso berkualitas eva sandal kamar empuk sandal anti slip sendal,medium,8,Friday,0,23,night,65,11,1
U002,karyawan,2024-08-02 23:45:00,miniso,miniso sandal rumah berkualitas eva sandal kamar mandi berbahan empuk sandal,belanja,3,29384,88152,Cash,miniso miniso sandal rumah berkualitas eva sandal kamar mandi berbahan empuk sandal,medium,8,Friday,0,23,night,76,12,0
U003,mahasiswa,2024-08-03 00:01:00,shopee official store,buku catatan a5 premium quality,pendidikan,1,62041,62041,QRIS,shopee official store buku catatan a5 premium quality,medium,8,Saturday,1,0,night,31,8,1
U003,mahasiswa,2024-08-03 08:12:00,trendyfashion,pulpen gel hitam premium quality,pendidikan,1,52179,52179,GoPay,trendyfashion pulpen gel hitam premium quality,medium,8,Saturday,1,8,morning,32,6,1
U002,karyawan,2024-08-03 08:48:00,miniso,miniso official aromaterapi ink art series sewangi pewangi aromaterapy diffuser wangi bunga scent,belanja,1,60059,60059,Cash,miniso miniso official aromaterapi ink art series sewangi pewangi aromaterapy diffuser wangi bunga scent,medium,8,Saturday,1,8,morning,97,14,0
U002,karyawan,2024-08-03 14:41:00,youtube premium,langganan youtube premium,hiburan,1,62678,62678,OVO,youtube premium langganan youtube premium,medium,8,Saturday,1,14,afternoon,25,5,1
U004,ibu_rumah_tangga,2024-08-03 17:15:00,miniso,miniso selimut hoodie casual blanket lost in tokyo series printed gunung fuji hooded leisure blanket covered leg shawl,kebutuhan rumah,4,95775,383100,Debit Card,miniso miniso selimut hoodie casual blanket lost in tokyo series printed gunung fuji hooded leisure blanket covered leg shawl,high,8,Saturday,1,17,evening,118,19,0
U002,karyawan,2024-08-03 18:14:00,gacoan,chocoan hot,makanan & minuman,1,9332,9332,QRIS,gacoan chocoan hot,low,8,Saturday,1,18,evening,11,3,1
U002,karyawan,2024-08-03 19:56:00,miniso,miniso sandal jepit wanita seri crystal story sandal simple wanita sandal kolam renang dan pantai sendal,belanja,1,51399,51399,GoPay,miniso miniso sandal jepit wanita seri crystal story sandal simple wanita sandal kolam renang dan pantai sendal,medium,8,Saturday,1,19,night,104,17,1
U003,mahasiswa,2024-08-03 23:39:00,eparking,bayar parkir digital,transport,1,4849,4849,DANA,eparking bayar parkir digital,low,8,Saturday,1,23,night,20,4,1
U004,ibu_rumah_tangga,2024-08-04 00:44:00,miniso,miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,kebutuhan rumah,5,96243,481215,OVO,miniso miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,high,8,Sunday,1,0,night,90,16,1
U002,karyawan,2024-08-04 10:18:00,shell,shell super,transport,1,140639,140639,GoPay,shell shell super,medium,8,Sunday,1,10,morning,11,3,1
U005,anak_sultan,2024-08-04 17:56:00,superindo,daging ayam fillet,makanan & minuman,1,50475,50475,DANA,superindo daging ayam fillet,medium,8,Sunday,1,17,evening,18,4,1
U002,karyawan,2024-08-04 19:54:00,timezone,top up kartu game,hiburan,1,90560,90560,Debit Card,timezone top up kartu game,medium,8,Sunday,1,19,night,17,5,0
U005,anak_sultan,2024-08-04 20:37:00,miniso,miniso parfum garden of mirror eau de parfum,belanja,1,78771,78771,DANA,miniso miniso parfum garden of mirror eau de parfum,medium,8,Sunday,1,20,night,44,9,1
U001,anak_kos,2024-08-05 01:15:00,superindo,bayam segar,makanan & minuman,2,6323,12646,OVO,superindo bayam segar,low,8,Monday,0,1,night,11,3,1
U002,karyawan,2024-08-05 06:20:00,pertamina,pertalite,transport,1,101341,101341,Cash,pertamina pertalite,medium,8,Monday,0,6,morning,9,2,0
U005,anak_sultan,2024-08-05 11:21:00,miniso,miniso cangkir tritan lurus seri mickey 600ml botol minum tempat tumbler tritan water bottle,belanja,1,87403,87403,GoPay,miniso miniso cangkir tritan lurus seri mickey 600ml botol minum tempat tumbler tritan water bottle,medium,8,Monday,0,11,afternoon,92,15,1
U004,ibu_rumah_tangga,2024-08-05 15:36:00,shopee official store,token listrik premium quality,tagihan & utilitas,1,50476,50476,QRIS,shopee official store token listrik premium quality,medium,8,Monday,0,15,evening,29,7,1
U004,ibu_rumah_tangga,2024-08-05 23:01:00,bpjs,iuran bpjs kesehatan,tagihan & utilitas,1,151454,151454,DANA,bpjs iuran bpjs kesehatan,medium,8,Monday,0,23,night,20,4,1
U002,karyawan,2024-08-06 00:04:00,miniso,miniso official plastic water bottle we bare bear straw cup type b with straw,belanja,2,57426,114852,DANA,miniso miniso official plastic water bottle we bare bear straw cup type b with straw,medium,8,Tuesday,0,0,night,77,15,1
U002,karyawan,2024-08-06 01:33:00,superindo,apel fuji 1kg,makanan & minuman,1,40501,40501,OVO,superindo apel fuji 1kg,low,8,Tuesday,0,1,night,13,4,1
U003,mahasiswa,2024-08-06 16:13:00,eparking,bayar parkir digital,transport,1,4607,4607,DANA,eparking bayar parkir digital,low,8,Tuesday,0,16,evening,20,4,1
U003,mahasiswa,2024-08-06 18:13:00,gacoan,udang keju,makanan & minuman,2,13173,26346,DANA,gacoan udang keju,low,8,Tuesday,0,18,evening,10,3,1
U002,karyawan,2024-08-06 22:33:00,netflix,langganan netflix mobile,hiburan,1,54829,54829,DANA,netflix langganan netflix mobile,medium,8,Tuesday,0,22,night,24,4,1
U003,mahasiswa,2024-08-07 00:41:00,trendyfashion,pulpen gel hitam premium quality,pendidikan,1,48078,48078,Cash,trendyfashion pulpen gel hitam premium quality,low,8,Wednesday,0,0,night,32,6,0
U003,mahasiswa,2024-08-07 03:22:00,shell,shell super,transport,1,149348,149348,Cash,shell shell super,medium,8,Wednesday,0,3,night,11,3,0
U003,mahasiswa,2024-08-07 03:51:00,superindo,minyak goreng bimoli 2l,makanan & minuman,1,35519,35519,OVO,superindo minyak goreng bimoli 2l,low,8,Wednesday,0,3,night,23,5,1
U004,ibu_rumah_tangga,2024-08-07 06:14:00,miniso,miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,kebutuhan rumah,3,92127,276381,Debit Card,miniso miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,high,8,Wednesday,0,6,morning,90,16,0
U003,mahasiswa,2024-08-07 14:19:00,shopee official store,buku catatan a5 premium quality,pendidikan,1,57848,57848,GoPay,shopee official store buku catatan a5 premium quality,medium,8,Wednesday,0,14,afternoon,31,8,1
U002,karyawan,2024-08-07 15:28:00,grab,grabbike,transport,1,24760,24760,OVO,grab grabbike,low,8,Wednesday,0,15,evening,8,2,1
U003,mahasiswa,2024-08-07 16:44:00,kai access,tiket kereta ekonomi,transport,1,130469,130469,DANA,kai access tiket kereta ekonomi,medium,8,Wednesday,0,16,evening,20,5,1
U001,anak_kos,2024-08-07 20:53:00,miniso,miniso official little pudding series set brush kosmetik make up profesional kuas eyeshadow kuas concealer kuas pero,kebutuhan rumah,3,31120,93360,Debit Card,miniso miniso official little pudding series set brush kosmetik make up profesional kuas eyeshadow kuas concealer kuas pero,medium,8,Wednesday,0,20,night,116,18,0
U004,ibu_rumah_tangga,2024-08-08 04:08:00,laundryklin,laundry kiloan 3kg,kebutuhan rumah,3,22056,66168,Cash,laundryklin laundry kiloan 3kg,medium,8,Thursday,0,4,night,18,4,0
U005,anak_sultan,2024-08-08 10:25:00,superindo,telur ayam 1kg,makanan & minuman,2,26296,52592,DANA,superindo telur ayam 1kg,medium,8,Thursday,0,10,morning,14,4,1
U002,karyawan,2024-08-08 16:53:00,eparking,bayar parkir digital,transport,1,5131,5131,Debit Card,eparking bayar parkir digital,low,8,Thursday,0,16,evening,20,4,0
U001,anak_kos,2024-08-08 17:29:00,grab,grabbike,transport,1,24570,24570,QRIS,grab grabbike,low,8,Thursday,0,17,evening,8,2,1
U005,anak_sultan,2024-08-08 17:52:00,miniso,miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,belanja,1,117593,117593,Debit Card,miniso miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,medium,8,Thursday,0,17,evening,101,17,0
U002,karyawan,2024-08-09 04:57:00,parkir malioboro,parkir motor,transport,1,3088,3088,QRIS,parkir malioboro parkir motor,low,8,Friday,0,4,night,12,4,1
U003,mahasiswa,2024-08-09 07:07:00,print station,print warna a4,pendidikan,1,4738,4738,Debit Card,print station print warna a4,low,8,Friday,0,7,morning,14,5,0
U005,anak_sultan,2024-08-09 07:55:00,youtube premium,langganan youtube premium,hiburan,1,74836,74836,DANA,youtube premium langganan youtube premium,medium,8,Friday,0,7,morning,25,5,1
U002,karyawan,2024-08-09 11:52:00,youtube premium,langganan youtube premium,hiburan,1,70393,70393,Cash,youtube premium langganan youtube premium,medium,8,Friday,0,11,afternoon,25,5,0
U004,ibu_rumah_tangga,2024-08-09 13:57:00,bpjs,iuran bpjs kesehatan,tagihan & utilitas,1,151280,151280,Cash,bpjs iuran bpjs kesehatan,medium,8,Friday,0,13,afternoon,20,4,0
U003,mahasiswa,2024-08-09 14:03:00,gacoan,es gobak sodor,makanan & minuman,2,12760,25520,Debit Card,gacoan es gobak sodor,low,8,Friday,0,14,afternoon,14,4,0
U004,ibu_rumah_tangga,2024-08-09 14:49:00,k24,becefort kaplet per strip isi 4 kaplet,kesehatan,1,6964,6964,GoPay,k24 becefort kaplet per strip isi 4 kaplet,low,8,Friday,0,14,afternoon,38,8,1
U005,anak_sultan,2024-08-09 15:10:00,superindo,minyak goreng bimoli 2l,makanan & minuman,1,40482,40482,DANA,superindo minyak goreng bimoli 2l,low,8,Friday,0,15,evening,23,5,1
U005,anak_sultan,2024-08-09 15:39:00,superindo,nugget fiesta,makanan & minuman,2,30387,60774,QRIS,superindo nugget fiesta,medium,8,Friday,0,15,evening,13,3,1
U002,karyawan,2024-08-09 15:58:00,gramedia,novel best seller,hiburan,1,88457,88457,GoPay,gramedia novel best seller,medium,8,Friday,0,15,evening,17,4,1
U004,ibu_rumah_tangga,2024-08-09 17:52:00,pdam,tagihan air bulanan,tagihan & utilitas,1,91422,91422,DANA,pdam tagihan air bulanan,medium,8,Friday,0,17,evening,19,4,1
U004,ibu_rumah_tangga,2024-08-09 20:01:00,shopee official store,voucher internet premium quality,tagihan & utilitas,1,50827,50827,QRIS,shopee official store voucher internet premium quality,medium,8,Friday,0,20,night,32,7,1
U002,karyawan,2024-08-09 20:11:00,disney hotstar,langganan disney bulanan,hiburan,1,66327,66327,Debit Card,disney hotstar langganan disney bulanan,medium,8,Friday,0,20,night,24,5,0
U001,anak_kos,2024-08-10 02:38:00,eparking,bayar parkir digital,transport,1,5069,5069,DANA,eparking bayar parkir digital,low,8,Saturday,1,2,night,20,4,1
U004,ibu_rumah_tangga,2024-08-10 06:28:00,k24,vitamin c kf 100mg tablet,kesehatan,1,2487,2487,Cash,k24 vitamin c kf 100mg tablet,low,8,Saturday,1,6,morning,25,6,0
U001,anak_kos,2024-08-10 11:40:00,warmindo,kopi hitam,makanan & minuman,1,6320,6320,GoPay,warmindo kopi hitam,low,8,Saturday,1,11,afternoon,10,3,1
U004,ibu_rumah_tangga,2024-08-10 14:22:00,miniso,miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,kebutuhan rumah,2,92403,184806,QRIS,miniso miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,medium,8,Saturday,1,14,afternoon,90,16,1
U001,anak_kos,2024-08-10 15:08:00,laundryklin,laundry kiloan 3kg,kebutuhan rumah,1,21799,21799,GoPay,laundryklin laundry kiloan 3kg,low,8,Saturday,1,15,evening,18,4,1
U003,mahasiswa,2024-08-10 19:16:00,bluebird,taksi bluebird,transport,1,82480,82480,DANA,bluebird taksi bluebird,medium,8,Saturday,1,19,night,14,3,1
U004,ibu_rumah_tangga,2024-08-10 20:02:00,miniso,miniso rak multifungsi 2 lapis serbaguna rak kotak penyimpanan rak kosmetik plastik susun rak bumbu dapur duduk tempat,kebutuhan rumah,1,30035,30035,DANA,miniso miniso rak multifungsi 2 lapis serbaguna rak kotak penyimpanan rak kosmetik plastik susun rak bumbu dapur duduk tempat,low,8,Saturday,1,20,night,118,19,1
U005,anak_sultan,2024-08-11 00:01:00,steam,top up steam wallet,hiburan,1,118182,118182,Debit Card,steam top up steam wallet,medium,8,Sunday,1,0,night,19,5,0
U001,anak_kos,2024-08-11 03:51:00,miniso,miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,kebutuhan rumah,1,107165,107165,Cash,miniso miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,medium,8,Sunday,1,3,night,90,16,0
U002,karyawan,2024-08-11 04:55:00,gramedia,novel best seller,hiburan,1,106535,106535,QRIS,gramedia novel best seller,medium,8,Sunday,1,4,night,17,4,1
U005,anak_sultan,2024-08-11 13:14:00,timezone,top up kartu game,hiburan,1,100157,100157,OVO,timezone top up kartu game,medium,8,Sunday,1,13,afternoon,17,5,1
U005,anak_sultan,2024-08-11 16:39:00,indomaret,roti sari roti coklat,makanan & minuman,2,6130,12260,OVO,indomaret roti sari roti coklat,low,8,Sunday,1,16,evening,21,5,1
U004,ibu_rumah_tangga,2024-08-11 19:38:00,indihome,tagihan internet bulanan,tagihan & utilitas,1,323506,323506,DANA,indihome tagihan internet bulanan,high,8,Sunday,1,19,night,24,4,1
U001,anak_kos,2024-08-11 21:06:00,le minerale,galon air mineral,kebutuhan rumah,3,20415,61245,OVO,le minerale galon air mineral,medium,8,Sunday,1,21,night,17,5,1
U004,ibu_rumah_tangga,2024-08-11 22:36:00,shopee official store,voucher internet premium quality,tagihan & utilitas,1,50878,50878,Cash,shopee official store voucher internet premium quality,medium,8,Sunday,1,22,night,32,7,0
U004,ibu_rumah_tangga,2024-08-12 01:53:00,miniso,miniso matras yoga mat anti slip senam yoga gym matrass fitness karpet matras alat olahraga,kebutuhan rumah,4,121418,485672,Debit Card,miniso miniso matras yoga mat anti slip senam yoga gym matrass fitness karpet matras alat olahraga,high,8,Monday,0,1,night,91,16,0
U002,karyawan,2024-08-12 03:55:00,steam,top up steam wallet,hiburan,1,131015,131015,QRIS,steam top up steam wallet,medium,8,Monday,0,3,night,19,5,1
U001,anak_kos,2024-08-12 06:00:00,indomaret,aqua 600ml,makanan & minuman,1,4222,4222,DANA,indomaret aqua 600ml,low,8,Monday,0,6,morning,10,3,1
U002,karyawan,2024-08-12 08:22:00,disney hotstar,langganan disney bulanan,hiburan,1,69332,69332,Cash,disney hotstar langganan disney bulanan,medium,8,Monday,0,8,morning,24,5,0
U002,karyawan,2024-08-12 09:32:00,gacoan,lumpia udang,makanan & minuman,1,12777,12777,Cash,gacoan lumpia udang,low,8,Monday,0,9,morning,12,3,0
U003,mahasiswa,2024-08-12 11:40:00,indomaret,roti sari roti coklat,makanan & minuman,1,7184,7184,GoPay,indomaret roti sari roti coklat,low,8,Monday,0,11,afternoon,21,5,1
U005,anak_sultan,2024-08-12 16:22:00,youtube premium,langganan youtube premium,hiburan,1,73163,73163,Debit Card,youtube premium langganan youtube premium,medium,8,Monday,0,16,evening,25,5,0
U004,ibu_rumah_tangga,2024-08-12 16:25:00,miniso,miniso selimut hoodie casual blanket lost in tokyo series printed gunung fuji hooded leisure blanket covered leg shawl,kebutuhan rumah,4,91448,365792,Cash,miniso miniso selimut hoodie casual blanket lost in tokyo series printed gunung fuji hooded leisure blanket covered leg shawl,high,8,Monday,0,16,evening,118,19,0
U003,mahasiswa,2024-08-13 01:25:00,shopee official store,frisian flag susu uht coconut delight 946 ml susu,makanan & minuman,2,269282,538564,QRIS,shopee official store frisian flag susu uht coconut delight 946 ml susu,high,8,Tuesday,0,1,night,49,12,1
U005,anak_sultan,2024-08-13 04:14:00,warmindo,kopi hitam,makanan & minuman,1,5938,5938,GoPay,warmindo kopi hitam,low,8,Tuesday,0,4,night,10,3,1
U002,karyawan,2024-08-13 08:47:00,kai access,tiket kereta ekonomi,transport,1,131657,131657,DANA,kai access tiket kereta ekonomi,medium,8,Tuesday,0,8,morning,20,5,1
U001,anak_kos,2024-08-13 08:58:00,shell,shell super,transport,1,159852,159852,QRIS,shell shell super,medium,8,Tuesday,0,8,morning,11,3,1
U001,anak_kos,2024-08-13 09:58:00,superindo,telur ayam 1kg,makanan & minuman,1,31775,31775,QRIS,superindo telur ayam 1kg,low,8,Tuesday,0,9,morning,14,4,1
U002,karyawan,2024-08-13 10:04:00,steam,top up steam wallet,hiburan,1,126248,126248,OVO,steam top up steam wallet,medium,8,Tuesday,0,10,morning,19,5,1
U002,karyawan,2024-08-13 11:04:00,playstation store,voucher psn indonesia,hiburan,1,159505,159505,Debit Card,playstation store voucher psn indonesia,medium,8,Tuesday,0,11,afternoon,21,5,0
U004,ibu_rumah_tangga,2024-08-13 12:35:00,miniso,miniso gantungan baju 10pcs gantungan dewasa premium gantungan baju plastik gantungan baju celana hanger,kebutuhan rumah,4,34516,138064,QRIS,miniso miniso gantungan baju 10pcs gantungan dewasa premium gantungan baju plastik gantungan baju celana hanger,medium,8,Tuesday,0,12,afternoon,104,15,1
U004,ibu_rumah_tangga,2024-08-13 16:03:00,miniso,miniso matras yoga mat anti slip senam yoga gym matrass fitness karpet matras alat olahraga,kebutuhan rumah,3,114590,343770,Cash,miniso miniso matras yoga mat anti slip senam yoga gym matrass fitness karpet matras alat olahraga,high,8,Tuesday,0,16,evening,91,16,0
U005,anak_sultan,2024-08-13 17:34:00,steam,top up steam wallet,hiburan,1,127326,127326,OVO,steam top up steam wallet,medium,8,Tuesday,0,17,evening,19,5,1
U005,anak_sultan,2024-08-13 17:50:00,miniso,miniso sandal rumah berkualitas eva sandal kamar mandi berbahan empuk sandal,belanja,2,31547,63094,GoPay,miniso miniso sandal rumah berkualitas eva sandal kamar mandi berbahan empuk sandal,medium,8,Tuesday,0,17,evening,76,12,1
U003,mahasiswa,2024-08-13 21:06:00,transjogja,tiket bus transjogja,transport,1,3318,3318,OVO,transjogja tiket bus transjogja,low,8,Tuesday,0,21,night,20,4,1
U005,anak_sultan,2024-08-13 22:54:00,miniso,miniso body mist parfum perfum spray wanita pria 100ml,belanja,2,23648,47296,QRIS,miniso miniso body mist parfum perfum spray wanita pria 100ml,low,8,Tuesday,0,22,night,54,10,1
U005,anak_sultan,2024-08-13 23:01:00,miniso,miniso earphone earbuds in ear headphone noise cancelling awet headset universal,belanja,1,54859,54859,Cash,miniso miniso earphone earbuds in ear headphone noise cancelling awet headset universal,medium,8,Tuesday,0,23,night,80,12,0
U004,ibu_rumah_tangga,2024-08-14 00:01:00,indihome,tagihan internet bulanan,tagihan & utilitas,1,299284,299284,OVO,indihome tagihan internet bulanan,high,8,Wednesday,0,0,night,24,4,1
U005,anak_sultan,2024-08-14 02:48:00,gacoan,paket combat mie gacoan 3,makanan & minuman,1,47842,47842,GoPay,gacoan paket combat mie gacoan 3,low,8,Wednesday,0,2,night,25,6,1
U001,anak_kos,2024-08-14 04:58:00,miniso,miniso rak multifungsi 2 lapis serbaguna rak kotak penyimpanan rak kosmetik plastik susun rak bumbu dapur duduk tempat,kebutuhan rumah,4,27183,108732,QRIS,miniso miniso rak multifungsi 2 lapis serbaguna rak kotak penyimpanan rak kosmetik plastik susun rak bumbu dapur duduk tempat,medium,8,Wednesday,0,4,night,118,19,1
U003,mahasiswa,2024-08-14 07:19:00,bluebird,taksi bluebird,transport,1,81407,81407,Cash,bluebird taksi bluebird,medium,8,Wednesday,0,7,morning,14,3,0
U001,anak_kos,2024-08-14 07:28:00,gacoan,mie hompimpa lv 1,makanan & minuman,2,13629,27258,Cash,gacoan mie hompimpa lv 1,low,8,Wednesday,0,7,morning,17,5,0
U003,mahasiswa,2024-08-14 10:55:00,gojek,goride,transport,1,25069,25069,QRIS,gojek goride,low,8,Wednesday,0,10,morning,6,2,1
U004,ibu_rumah_tangga,2024-08-14 22:19:00,first media,tagihan tv kabel,tagihan & utilitas,1,454428,454428,Debit Card,first media tagihan tv kabel,high,8,Wednesday,0,22,night,16,5,0
U002,karyawan,2024-08-15 02:32:00,indomaret,aqua 600ml,makanan & minuman,2,4242,8484,Debit Card,indomaret aqua 600ml,low,8,Thursday,0,2,night,10,3,0
U004,ibu_rumah_tangga,2024-08-15 02:49:00,k24,vitamin b comp pim tablet,kesehatan,1,1301,1301,Debit Card,k24 vitamin b comp pim tablet,low,8,Thursday,0,2,night,25,6,0
U003,mahasiswa,2024-08-15 06:38:00,fotokopi jaya,fotokopi dokumen,pendidikan,1,3173,3173,OVO,fotokopi jaya fotokopi dokumen,low,8,Thursday,0,6,morning,16,4,1
U005,anak_sultan,2024-08-15 07:32:00,miniso,miniso boneka karangan bunga bayi lucu imut tidur natal garland doll hadiah anak,belanja,1,73098,73098,QRIS,miniso miniso boneka karangan bunga bayi lucu imut tidur natal garland doll hadiah anak,medium,8,Thursday,0,7,morning,80,14,1
U004,ibu_rumah_tangga,2024-08-15 08:42:00,bpjs,iuran bpjs kesehatan,tagihan & utilitas,1,159333,159333,Debit Card,bpjs iuran bpjs kesehatan,medium,8,Thursday,0,8,morning,20,4,0
U002,karyawan,2024-08-15 10:08:00,miniso,miniso sandal rumah berkualitas eva sandal kamar mandi berbahan empuk sandal,belanja,1,28343,28343,Cash,miniso miniso sandal rumah berkualitas eva sandal kamar mandi berbahan empuk sandal,low,8,Thursday,0,10,morning,76,12,0
U005,anak_sultan,2024-08-15 11:24:00,warmindo,mie nyemek,makanan & minuman,2,14162,28324,GoPay,warmindo mie nyemek,low,8,Thursday,0,11,afternoon,10,3,1
U004,ibu_rumah_tangga,2024-08-15 12:05:00,k24,arkavit c tablet,kesehatan,1,13196,13196,Cash,k24 arkavit c tablet,low,8,Thursday,0,12,afternoon,16,4,0
U002,karyawan,2024-08-15 12:55:00,warmindo,indomie kuah kornet,makanan & minuman,2,18630,37260,QRIS,warmindo indomie kuah kornet,low,8,Thursday,0,12,afternoon,19,4,1
